,Token_ID,Token,Lemma,POS,POS_TAG,Dependency_Head,Dependency_Label,idx_sent,Negation_cue,next,prev,HECT,HECA
2701,5,of,of,ADP,IN,5,prep,152,O,man,affairs,0,0
2702,6,affairs,affair,NOUN,NNS,6,pobj,152,O,of,it,0,0
2703,7,it,it,PRON,PRP,10,nsubjpass,152,O,affairs,is,0,0
2704,8,is,be,AUX,VBZ,10,auxpass,152,O,it,acknowledged,0,0
2705,9,acknowledged,acknowledge,VERB,VBN,0,ROOT,152,O,is,that,0,0
2706,10,that,that,SCONJ,IN,13,mark,152,O,acknowledged,you,0,0
2707,11,you,you,PRON,PRP,13,nsubj,152,O,that,stand,0,0
2708,12,stand,stand,VERB,VBP,10,ccomp,152,O,you,alone,0,0
2709,13,alone,alone,ADV,RB,13,advmod,152,O,stand,.,0,0
2710,14,.,.,PUNCT,.,10,punct,152,O,alone,I,0,0
2711,0,I,I,PRON,PRP,2,nsubj,153,O,.,trust,0,0
2712,1,trust,trust,VERB,VBP,0,ROOT,153,O,I,",",0,0
2713,2,",",",",PUNCT,",",2,punct,153,O,trust,sir,0,0
2714,3,sir,sir,NOUN,NN,2,npadvmod,153,O,",",",",0,0
2715,4,",",",",PUNCT,",",2,punct,153,O,sir,that,0,0
2716,5,that,that,SCONJ,IN,10,mark,153,O,",",I,0,0
2717,6,I,I,PRON,PRP,10,nsubj,153,O,that,have,0,0
2718,7,have,have,AUX,VBP,10,aux,153,O,I,not,0,0
2719,8,not,not,PART,RB,10,neg,153,B-NEG,have,inadvertently,1,0
2720,9,inadvertently,inadvertently,ADV,RB,2,advmod,153,B-NEG,not,--,0,0
2721,10,--,--,PUNCT,:,2,punct,153,O,inadvertently,"""",0,0
2722,11,"""","""",PUNCT,``,2,punct,153,O,--,"""",0,0
2723,0,"""","""",PUNCT,``,7,punct,154,O,"""",Just,0,0
2724,1,Just,just,ADV,RB,4,advmod,154,O,"""",a,0,0
2725,2,a,a,DET,DT,4,det,154,O,Just,little,0,0
2726,3,little,little,ADJ,JJ,1,nsubj,154,O,a,",",0,0
2727,4,",",",",PUNCT,",",7,punct,154,O,little,"""",0,0
2728,5,"""","""",PUNCT,'',7,punct,154,O,",",said,0,0
2729,6,said,say,VERB,VBD,0,ROOT,154,O,"""",Holmes,0,0
2730,7,Holmes,Holmes,PROPN,NNP,7,nsubj,154,O,said,.,0,0
2731,8,.,.,PUNCT,.,7,punct,154,O,Holmes,"""",0,0
2732,0,"""","""",PUNCT,``,3,punct,155,O,.,I,0,0
2733,1,I,I,PRON,PRP,3,nsubj,155,O,"""",think,0,0
2734,2,think,think,VERB,VBP,0,ROOT,155,O,I,",",0,0
2735,3,",",",",PUNCT,",",10,punct,155,O,think,Dr.,0,0
2736,4,Dr.,Dr.,PROPN,NNP,6,compound,155,O,",",Mortimer,0,0
2737,5,Mortimer,Mortimer,PROPN,NNP,10,npadvmod,155,O,Dr.,",",0,0
2738,6,",",",",PUNCT,",",10,punct,155,O,Mortimer,you,0,0
2739,7,you,you,PRON,PRP,10,nsubj,155,O,",",would,0,0
2740,8,would,would,AUX,MD,10,aux,155,O,you,do,0,0
2741,9,do,do,VERB,VB,3,ccomp,155,O,would,wisely,0,0
2742,10,wisely,wisely,ADV,RB,10,advmod,155,O,do,if,0,0
2743,11,if,if,SCONJ,IN,19,mark,155,O,wisely,without,0,0
2744,12,without,without,ADP,IN,19,prep,155,O,if,more,1,0
2745,13,more,more,ADJ,JJR,15,amod,155,O,without,ado,0,0
2746,14,ado,ado,NOUN,NN,13,pobj,155,O,more,you,0,0
2747,15,you,you,PRON,PRP,19,nsubj,155,O,ado,would,0,0
2748,16,would,would,AUX,MD,19,aux,155,O,you,kindly,0,0
2749,17,kindly,kindly,ADV,RB,19,advmod,155,O,would,tell,0,0
2750,18,tell,tell,VERB,VB,10,advcl,155,O,kindly,me,0,0
2751,19,me,I,PRON,PRP,19,dobj,155,O,tell,plainly,0,0
2752,20,plainly,plainly,ADV,RB,19,advmod,155,O,me,what,0,0
2753,21,what,what,PRON,WP,29,attr,155,O,plainly,the,0,0
2754,22,the,the,DET,DT,25,det,155,O,what,exact,0,0
2755,23,exact,exact,ADJ,JJ,25,amod,155,O,the,nature,0,0
2756,24,nature,nature,NOUN,NN,29,nsubj,155,O,exact,of,0,0
2757,25,of,of,ADP,IN,25,prep,155,O,nature,the,0,0
2758,26,the,the,DET,DT,28,det,155,O,of,problem,0,0
2759,27,problem,problem,NOUN,NN,26,pobj,155,O,the,is,0,0
2760,28,is,be,AUX,VBZ,19,ccomp,155,O,problem,in,0,0
2761,29,in,in,ADP,IN,33,prep,155,O,is,which,0,0
2762,30,which,which,PRON,WDT,30,pobj,155,O,in,you,0,0
2763,31,you,you,PRON,PRP,33,nsubj,155,O,which,demand,0,0
2764,32,demand,demand,VERB,VBP,25,relcl,155,O,you,my,0,0
2765,33,my,my,PRON,PRP$,35,poss,155,O,demand,assistance,0,0
2766,34,assistance,assistance,NOUN,NN,33,dobj,155,O,my,.,0,0
2767,35,.,.,PUNCT,.,3,punct,155,O,assistance,"""",0,0
2768,36,"""","""",PUNCT,'',3,punct,155,O,.,Chapter,0,0
2769,0,Chapter,chapter,NOUN,NN,0,ROOT,156,O,"""",2,0,0
2770,1,2,2,NUM,CD,1,nummod,156,O,Chapter,The,0,0
2771,0,The,the,DET,DT,2,det,156,O,2,Curse,0,0
2772,1,Curse,Curse,PROPN,NNP,0,ROOT,156,O,The,of,0,0
2773,2,of,of,ADP,IN,2,prep,156,O,Curse,the,0,0
2774,3,the,the,DET,DT,5,det,156,O,of,Baskervilles,0,0
2775,4,Baskervilles,Baskervilles,PROPN,NNP,3,pobj,156,O,the,"""",0,0
2776,0,"""","""",PUNCT,``,11,punct,157,O,Baskervilles,I,0,0
2777,1,I,I,PRON,PRP,3,nsubj,157,O,"""",have,0,0
2778,2,have,have,VERB,VBP,11,ccomp,157,O,I,in,0,0
2779,3,in,in,ADP,IN,3,prep,157,O,have,my,0,0
2780,4,my,my,PRON,PRP$,6,poss,157,O,in,pocket,0,0
2781,5,pocket,pocket,NOUN,NN,4,pobj,157,O,my,a,0,0
2782,6,a,a,DET,DT,8,det,157,O,pocket,manuscript,0,0
2783,7,manuscript,manuscript,NOUN,NN,3,dobj,157,O,a,",",0,0
2784,8,",",",",PUNCT,",",11,punct,157,O,manuscript,"""",0,0
2785,9,"""","""",PUNCT,'',11,punct,157,O,",",said,0,0
2786,10,said,say,VERB,VBD,0,ROOT,157,O,"""",Dr.,0,0
2787,11,Dr.,Dr.,PROPN,NNP,14,compound,157,O,said,James,0,0
2788,12,James,James,PROPN,NNP,14,compound,157,O,Dr.,Mortimer,0,0
2789,13,Mortimer,Mortimer,PROPN,NNP,11,nsubj,157,O,James,.,0,0
2790,14,.,.,PUNCT,.,11,punct,157,O,Mortimer,"""",0,0
2791,0,"""","""",PUNCT,``,3,punct,158,O,.,I,0,0
2792,1,I,I,PRON,PRP,3,nsubj,158,O,"""",observed,0,0
2793,2,observed,observe,VERB,VBD,12,ccomp,158,O,I,it,0,0
2794,3,it,it,PRON,PRP,3,dobj,158,O,observed,as,0,0
2795,4,as,as,SCONJ,IN,7,mark,158,O,it,you,0,0
2796,5,you,you,PRON,PRP,7,nsubj,158,O,as,entered,0,0
2797,6,entered,enter,VERB,VBD,3,advcl,158,O,you,the,0,0
2798,7,the,the,DET,DT,9,det,158,O,entered,room,0,0
2799,8,room,room,NOUN,NN,7,dobj,158,O,the,",",0,0
2800,9,",",",",PUNCT,",",12,punct,158,O,room,"""",0,0
2801,10,"""","""",PUNCT,'',12,punct,158,O,",",said,0,0
2802,11,said,say,VERB,VBD,0,ROOT,158,O,"""",Holmes,0,0
2803,12,Holmes,Holmes,PROPN,NNP,12,nsubj,158,O,said,.,0,0
2804,13,.,.,PUNCT,.,12,punct,158,O,Holmes,"""",0,0
2805,0,"""","""",PUNCT,``,3,punct,159,O,.,It,0,0
2806,1,It,it,PRON,PRP,3,nsubj,159,O,"""",is,0,0
2807,2,is,be,AUX,VBZ,0,ROOT,159,O,It,an,0,0
2808,3,an,an,DET,DT,6,det,159,O,is,old,0,0
2809,4,old,old,ADJ,JJ,6,amod,159,O,an,manuscript,0,0
2810,5,manuscript,manuscript,NOUN,NN,3,attr,159,O,old,.,0,0
2811,6,.,.,PUNCT,.,3,punct,159,O,manuscript,"""",0,0
2812,7,"""","""",PUNCT,'',3,punct,159,O,.,"""",0,0
2813,0,"""","""",PUNCT,``,4,punct,160,O,"""",Early,0,0
2814,1,Early,early,ADJ,JJ,4,amod,160,O,"""",eighteenth,0,0
2815,2,eighteenth,eighteenth,ADJ,JJ,4,amod,160,O,Early,century,0,0
2816,3,century,century,NOUN,NN,0,ROOT,160,O,eighteenth,",",0,0
2817,4,",",",",PUNCT,",",4,punct,160,O,century,unless,0,0
2818,5,unless,unless,SCONJ,IN,8,mark,160,O,",",it,0,1
2819,6,it,it,PRON,PRP,8,nsubj,160,O,unless,is,0,0
2820,7,is,be,AUX,VBZ,4,advcl,160,O,it,a,0,0
2821,8,a,a,DET,DT,10,det,160,O,is,forgery,0,0
2822,9,forgery,forgery,NOUN,NN,8,attr,160,O,a,.,0,0
2823,10,.,.,PUNCT,.,4,punct,160,O,forgery,"""",0,0
2824,11,"""","""",PUNCT,'',4,punct,160,O,.,"""",0,0
2825,0,"""","""",PUNCT,``,5,punct,161,O,"""",How,0,0
2826,1,How,how,SCONJ,WRB,5,advmod,161,O,"""",can,0,0
2827,2,can,can,AUX,MD,5,aux,161,O,How,you,0,0
2828,3,you,you,PRON,PRP,5,nsubj,161,O,can,say,0,0
2829,4,say,say,VERB,VB,0,ROOT,161,O,you,that,0,0
2830,5,that,that,PRON,DT,5,dobj,161,O,say,",",0,0
2831,6,",",",",PUNCT,",",5,punct,161,O,that,sir,0,0
2832,7,sir,sir,NOUN,NN,5,npadvmod,161,O,",",?,0,0
2833,8,?,?,PUNCT,.,5,punct,161,O,sir,"""",0,0
2834,9,"""","""",PUNCT,'',5,punct,161,O,?,"""",0,0
2835,0,"""","""",PUNCT,``,4,punct,162,O,"""",You,0,0
2836,1,You,you,PRON,PRP,4,nsubj,162,O,"""",have,0,0
2837,2,have,have,AUX,VBP,4,aux,162,O,You,presented,0,0
2838,3,presented,present,VERB,VBN,0,ROOT,162,O,have,an,0,0
2839,4,an,an,DET,DT,6,det,162,O,presented,inch,0,0
2840,5,inch,inch,NOUN,NN,4,dobj,162,O,an,or,0,0
2841,6,or,or,CCONJ,CC,8,cc,162,O,inch,two,0,0
2842,7,two,two,NUM,CD,6,nummod,162,O,or,of,0,0
2843,8,of,of,ADP,IN,8,prep,162,O,two,it,0,0
2844,9,it,it,PRON,PRP,9,pobj,162,O,of,to,0,0
2845,10,to,to,ADP,IN,4,prep,162,O,it,my,0,0
2846,11,my,my,PRON,PRP$,13,poss,162,O,to,examination,0,0
2847,12,examination,examination,NOUN,NN,11,pobj,162,O,my,all,0,0
2848,13,all,all,DET,PDT,16,predet,162,O,examination,the,0,0
2849,14,the,the,DET,DT,16,det,162,O,all,time,0,0
2850,15,time,time,NOUN,NN,4,npadvmod,162,O,the,that,0,0
2851,16,that,that,PRON,WDT,21,dobj,162,O,time,you,0,0
2852,17,you,you,PRON,PRP,21,nsubj,162,O,that,have,0,0
2853,18,have,have,AUX,VBP,21,aux,162,O,you,been,0,0
2854,19,been,be,AUX,VBN,21,aux,162,O,have,talking,0,0
2855,20,talking,talk,VERB,VBG,16,relcl,162,O,been,.,0,0
2856,21,.,.,PUNCT,.,4,punct,162,O,talking,It,0,0
2857,0,It,it,PRON,PRP,3,nsubj,163,O,.,would,0,0
2858,1,would,would,AUX,MD,3,aux,163,O,It,be,0,0
2859,2,be,be,AUX,VB,0,ROOT,163,O,would,a,0,0
2860,3,a,a,DET,DT,6,det,163,O,be,poor,0,0
2861,4,poor,poor,ADJ,JJ,6,amod,163,O,a,expert,0,0
2862,5,expert,expert,NOUN,NN,3,attr,163,O,poor,who,0,0
2863,6,who,who,PRON,WP,10,nsubj,163,O,expert,could,0,0
2864,7,could,could,AUX,MD,10,aux,163,O,who,not,0,0
2865,8,not,not,PART,RB,10,neg,163,B-NEG,could,give,1,0
2866,9,give,give,VERB,VB,6,relcl,163,O,not,the,0,0
2867,10,the,the,DET,DT,12,det,163,O,give,date,0,0
2868,11,date,date,NOUN,NN,10,dobj,163,O,the,of,0,0
2869,12,of,of,ADP,IN,12,prep,163,O,date,a,0,0
2870,13,a,a,DET,DT,15,det,163,O,of,document,0,0
2871,14,document,document,NOUN,NN,13,pobj,163,O,a,within,0,0
2872,15,within,within,ADP,IN,10,prep,163,O,document,a,0,0
2873,16,a,a,DET,DT,18,det,163,O,within,decade,0,0
2874,17,decade,decade,NOUN,NN,16,pobj,163,O,a,or,0,0
2875,18,or,or,CCONJ,CC,20,cc,163,O,decade,so,0,0
2876,19,so,so,ADV,RB,18,nummod,163,O,or,.,0,0
2877,20,.,.,PUNCT,.,3,punct,163,O,so,You,0,0
2878,0,You,you,PRON,PRP,5,nsubj,164,O,.,may,0,0
2879,1,may,may,AUX,MD,5,aux,164,O,You,possibly,0,0
2880,2,possibly,possibly,ADV,RB,5,advmod,164,O,may,have,0,0
2881,3,have,have,AUX,VB,5,aux,164,O,possibly,read,0,0
2882,4,read,read,VERB,VBN,0,ROOT,164,O,have,my,0,0
2883,5,my,my,PRON,PRP$,8,poss,164,O,read,little,0,0
2884,6,little,little,ADJ,JJ,8,amod,164,O,my,monograph,0,0
2885,7,monograph,monograph,NOUN,NN,5,dobj,164,O,little,upon,0,0
2886,8,upon,upon,SCONJ,IN,5,prep,164,O,monograph,the,0,0
2887,9,the,the,DET,DT,11,det,164,O,upon,subject,0,0
2888,10,subject,subject,NOUN,NN,9,pobj,164,O,the,.,0,0
2889,11,.,.,PUNCT,.,5,punct,164,O,subject,I,0,0
2890,0,I,I,PRON,PRP,2,nsubj,165,O,.,put,0,0
2891,1,put,put,VERB,VBD,0,ROOT,165,O,I,that,0,0
2892,2,that,that,PRON,DT,2,dobj,165,O,put,at,0,0
2893,3,at,at,ADP,IN,2,prep,165,O,that,1730,0,0
2894,4,1730,1730,NUM,CD,4,pobj,165,O,at,.,0,0
2895,5,.,.,PUNCT,.,2,punct,165,O,1730,"""",0,0
2896,6,"""","""",PUNCT,'',2,punct,165,O,.,"""",0,0
2897,0,"""","""",PUNCT,``,5,punct,166,O,"""",The,0,0
2898,1,The,the,DET,DT,4,det,166,O,"""",exact,0,0
2899,2,exact,exact,ADJ,JJ,4,amod,166,O,The,date,0,0
2900,3,date,date,NOUN,NN,5,nsubj,166,O,exact,is,0,0
2901,4,is,be,AUX,VBZ,0,ROOT,166,O,date,1742,0,0
2902,5,1742,1742,NUM,CD,5,attr,166,O,is,.,0,0
2903,6,.,.,PUNCT,.,5,punct,166,O,1742,"""",0,0
2904,7,"""","""",PUNCT,'',5,punct,166,O,.,Dr.,0,0
2905,0,Dr.,Dr.,PROPN,NNP,2,compound,167,O,"""",Mortimer,0,0
2906,1,Mortimer,Mortimer,PROPN,NNP,3,nsubj,167,O,Dr.,drew,0,0
2907,2,drew,draw,VERB,VBD,0,ROOT,167,O,Mortimer,it,0,0
2908,3,it,it,PRON,PRP,3,dobj,167,O,drew,from,0,0
2909,4,from,from,ADP,IN,3,prep,167,O,it,his,0,0
2910,5,his,his,PRON,PRP$,7,poss,167,O,from,breast-pocket,0,0
2911,6,breast-pocket,breast-pocket,NOUN,NN,5,pobj,167,O,his,.,0,0
2912,7,.,.,PUNCT,.,3,punct,167,O,breast-pocket,"""",0,0
2913,0,"""","""",PUNCT,``,6,punct,168,O,.,This,0,0
2914,1,This,this,DET,DT,4,det,168,O,"""",family,0,0
2915,2,family,family,NOUN,NN,4,compound,168,O,This,paper,0,0
2916,3,paper,paper,NOUN,NN,6,nsubjpass,168,O,family,was,0,0
2917,4,was,be,AUX,VBD,6,auxpass,168,O,paper,committed,0,0
2918,5,committed,committed,ADJ,JJ,0,ROOT,168,O,was,to,0,0
2919,6,to,to,ADP,IN,6,prep,168,O,committed,my,0,0
2920,7,my,my,PRON,PRP$,9,poss,168,O,to,care,0,0
2921,8,care,care,NOUN,NN,7,pobj,168,O,my,by,0,0
2922,9,by,by,ADP,IN,6,agent,168,O,care,Sir,0,0
2923,10,Sir,Sir,PROPN,NNP,13,compound,168,O,by,Charles,0,0
2924,11,Charles,Charles,PROPN,NNP,13,compound,168,O,Sir,Baskerville,0,0
2925,12,Baskerville,Baskerville,PROPN,NNP,10,pobj,168,O,Charles,",",0,0
2926,13,",",",",PUNCT,",",13,punct,168,O,Baskerville,whose,0,0
2927,14,whose,whose,DET,WP$,19,poss,168,O,",",sudden,0,0
2928,15,sudden,sudden,ADJ,JJ,19,amod,168,O,whose,and,0,0
2929,16,and,and,CCONJ,CC,16,cc,168,O,sudden,tragic,0,0
2930,17,tragic,tragic,ADJ,JJ,16,conj,168,O,and,death,0,0
2931,18,death,death,NOUN,NN,24,nsubj,168,O,tragic,some,0,0
2932,19,some,some,DET,DT,22,det,168,O,death,three,0,0
2933,20,three,three,NUM,CD,22,nummod,168,O,some,months,0,0
2934,21,months,month,NOUN,NNS,23,npadvmod,168,O,three,ago,0,0
2935,22,ago,ago,ADV,RB,24,advmod,168,O,months,created,0,0
2936,23,created,create,VERB,VBD,13,relcl,168,O,ago,so,0,0
2937,24,so,so,ADV,RB,26,advmod,168,O,created,much,0,0
2938,25,much,much,ADJ,JJ,27,amod,168,O,so,excitement,0,0
2939,26,excitement,excitement,NOUN,NN,24,dobj,168,O,much,in,0,0
2940,27,in,in,ADP,IN,27,prep,168,O,excitement,Devonshire,0,0
2941,28,Devonshire,Devonshire,PROPN,NNP,28,pobj,168,O,in,.,0,0
2942,29,.,.,PUNCT,.,6,punct,168,O,Devonshire,I,0,0
2943,0,I,I,PRON,PRP,3,nsubj,169,O,.,may,0,0
2944,1,may,may,AUX,MD,3,aux,169,O,I,say,0,0
2945,2,say,say,VERB,VB,0,ROOT,169,O,may,that,0,0
2946,3,that,that,SCONJ,IN,6,mark,169,O,say,I,0,0
2947,4,I,I,PRON,PRP,6,nsubj,169,O,that,was,0,0
2948,5,was,be,AUX,VBD,3,ccomp,169,O,I,his,0,0
2949,6,his,his,PRON,PRP$,9,poss,169,O,was,personal,0,0
2950,7,personal,personal,ADJ,JJ,9,amod,169,O,his,friend,0,0
2951,8,friend,friend,NOUN,NN,6,attr,169,O,personal,as,0,0
2952,9,as,as,ADV,RB,12,advmod,169,O,friend,well,0,0
2953,10,well,well,ADV,RB,12,advmod,169,O,as,as,0,0
2954,11,as,as,ADP,IN,9,cc,169,O,well,his,0,0
2955,12,his,his,PRON,PRP$,15,poss,169,O,as,medical,0,0
2956,13,medical,medical,ADJ,JJ,15,amod,169,O,his,attendant,0,0
2957,14,attendant,attendant,NOUN,NN,9,conj,169,O,medical,.,0,0
2958,15,.,.,PUNCT,.,3,punct,169,O,attendant,He,0,0
2959,0,He,he,PRON,PRP,2,nsubj,170,O,.,was,0,0
2960,1,was,be,AUX,VBD,0,ROOT,170,O,He,a,0,0
2961,2,a,a,DET,DT,5,det,170,O,was,strong-minded,0,0
2962,3,strong-minded,strong-minded,ADJ,JJ,5,amod,170,O,a,man,0,0
2963,4,man,man,NOUN,NN,2,attr,170,O,strong-minded,",",0,0
2964,5,",",",",PUNCT,",",5,punct,170,O,man,sir,0,0
2965,6,sir,sir,NOUN,NN,5,appos,170,O,",",",",0,0
2966,7,",",",",PUNCT,",",7,punct,170,O,sir,shrewd,0,0
2967,8,shrewd,shrewd,ADJ,JJ,7,conj,170,O,",",",",0,0
2968,9,",",",",PUNCT,",",9,punct,170,O,shrewd,practical,0,0
2969,10,practical,practical,ADJ,JJ,9,conj,170,O,",",",",0,0
2970,11,",",",",PUNCT,",",11,punct,170,O,practical,and,0,0
2971,12,and,and,CCONJ,CC,11,cc,170,O,",",as,0,0
2972,13,as,as,ADV,RB,15,advmod,170,O,and,unimaginative,0,0
2973,14,unimaginative,unimaginative,ADJ,JJ,11,conj,170,B-NEG,as,as,0,0
2974,15,as,as,SCONJ,IN,18,mark,170,O,unimaginative,I,0,0
2975,16,I,I,PRON,PRP,18,nsubj,170,O,as,am,0,0
2976,17,am,be,AUX,VBP,15,advcl,170,O,I,myself,0,0
2977,18,myself,myself,PRON,PRP,18,attr,170,O,am,.,0,0
2978,19,.,.,PUNCT,.,2,punct,170,O,myself,Yet,0,0
2979,0,Yet,yet,CCONJ,CC,3,cc,171,O,.,he,0,0
2980,1,he,he,PRON,PRP,3,nsubj,171,O,Yet,took,0,0
2981,2,took,take,VERB,VBD,0,ROOT,171,O,he,this,0,0
2982,3,this,this,DET,DT,5,det,171,O,took,document,0,0
2983,4,document,document,NOUN,NN,3,dobj,171,O,this,very,0,0
2984,5,very,very,ADV,RB,7,advmod,171,O,document,seriously,0,0
2985,6,seriously,seriously,ADV,RB,3,advmod,171,O,very,",",0,0
2986,7,",",",",PUNCT,",",3,punct,171,O,seriously,and,0,0
2987,8,and,and,CCONJ,CC,3,cc,171,O,",",his,0,0
2988,9,his,his,PRON,PRP$,11,poss,171,O,and,mind,0,0
2989,10,mind,mind,NOUN,NN,13,nsubjpass,171,O,his,was,0,0
2990,11,was,be,AUX,VBD,13,auxpass,171,O,mind,prepared,0,0
2991,12,prepared,prepare,VERB,VBN,3,conj,171,O,was,for,0,0
2992,13,for,for,ADP,IN,13,prep,171,O,prepared,just,0,0
2993,14,just,just,ADV,RB,18,advmod,171,O,for,such,0,0
2994,15,such,such,DET,PDT,18,predet,171,O,just,an,0,0
2995,16,an,an,DET,DT,18,det,171,O,such,end,0,0
2996,17,end,end,NOUN,NN,14,pobj,171,O,an,as,0,0
2997,18,as,as,SCONJ,IN,22,mark,171,O,end,did,0,0
2998,19,did,do,AUX,VBD,22,aux,171,O,as,eventually,0,0
2999,20,eventually,eventually,ADV,RB,22,advmod,171,O,did,overtake,0,0
3000,21,overtake,overtake,VERB,VB,18,advcl,171,O,eventually,him,0,0
3001,22,him,he,PRON,PRP,22,dobj,171,O,overtake,.,0,0
3002,23,.,.,PUNCT,.,13,punct,171,O,him,"""",0,0
3003,24,"""","""",PUNCT,'',3,punct,171,O,.,Holmes,0,0
3004,0,Holmes,Holmes,PROPN,NNP,2,nsubj,172,O,"""",stretched,0,0
3005,1,stretched,stretch,VERB,VBD,0,ROOT,172,O,Holmes,out,0,0
3006,2,out,out,ADP,RP,2,prt,172,O,stretched,his,0,0
3007,3,his,his,PRON,PRP$,5,poss,172,O,out,hand,0,0
3008,4,hand,hand,NOUN,NN,2,dobj,172,O,his,for,0,0
3009,5,for,for,ADP,IN,2,prep,172,O,hand,the,0,0
3010,6,the,the,DET,DT,8,det,172,O,for,manuscript,0,0
3011,7,manuscript,manuscript,NOUN,NN,6,pobj,172,O,the,and,0,0
3012,8,and,and,CCONJ,CC,2,cc,172,O,manuscript,flattened,0,0
3013,9,flattened,flatten,VERB,VBD,2,conj,172,O,and,it,0,0
3014,10,it,it,PRON,PRP,10,dobj,172,O,flattened,upon,0,0
3015,11,upon,upon,SCONJ,IN,10,prep,172,O,it,his,0,0
3016,12,his,his,PRON,PRP$,14,poss,172,O,upon,knee,0,0
3017,13,knee,knee,NOUN,NN,12,pobj,172,O,his,.,0,0
3018,14,.,.,PUNCT,.,2,punct,172,O,knee,"""",0,0
3019,0,"""","""",PUNCT,``,4,punct,173,O,.,You,0,0
3020,1,You,you,PRON,PRP,4,nsubj,173,O,"""",will,0,0
3021,2,will,will,AUX,MD,4,aux,173,O,You,observe,0,0
3022,3,observe,observe,VERB,VB,0,ROOT,173,O,will,",",0,0
3023,4,",",",",PUNCT,",",4,punct,173,O,observe,Watson,0,0
3024,5,Watson,Watson,PROPN,NNP,4,npadvmod,173,O,",",",",0,0
3025,6,",",",",PUNCT,",",6,punct,173,O,Watson,the,0,0
3026,7,the,the,DET,DT,10,det,173,O,",",alternative,0,0
3027,8,alternative,alternative,ADJ,JJ,10,amod,173,O,the,use,0,0
3028,9,use,use,NOUN,NN,6,appos,173,O,alternative,of,0,0
3029,10,of,of,ADP,IN,10,prep,173,O,use,the,0,0
3030,11,the,the,DET,DT,14,det,173,O,of,long,0,0
3031,12,long,long,ADJ,JJ,14,amod,173,O,the,s,0,0
3032,13,s,s,PROPN,NNPS,11,pobj,173,O,long,and,0,0
3033,14,and,and,CCONJ,CC,14,cc,173,O,s,the,0,0
3034,15,the,the,DET,DT,17,det,173,O,and,short,0,0
3035,16,short,short,ADJ,JJ,14,conj,173,O,the,.,0,0
3036,17,.,.,PUNCT,.,4,punct,173,O,short,It,0,0
3037,0,It,it,PRON,PRP,2,nsubj,174,O,.,is,0,0
3038,1,is,be,AUX,VBZ,0,ROOT,174,O,It,one,0,0
3039,2,one,one,NUM,CD,2,attr,174,O,is,of,0,0
3040,3,of,of,ADP,IN,3,prep,174,O,one,several,0,0
3041,4,several,several,ADJ,JJ,6,amod,174,O,of,indications,0,0
3042,5,indications,indication,NOUN,NNS,4,pobj,174,O,several,which,0,0
3043,6,which,which,PRON,WDT,8,nsubj,174,O,indications,enabled,0,0
3044,7,enabled,enable,VERB,VBD,6,relcl,174,O,which,me,0,0
3045,8,me,I,PRON,PRP,8,dobj,174,O,enabled,to,0,0
3046,9,to,to,PART,TO,11,aux,174,O,me,fix,0,0
3047,10,fix,fix,VERB,VB,8,xcomp,174,O,to,the,0,0
3048,11,the,the,DET,DT,13,det,174,O,fix,date,0,0
3049,12,date,date,NOUN,NN,11,dobj,174,O,the,.,0,0
3050,13,.,.,PUNCT,.,2,punct,174,O,date,"""",0,0
3051,14,"""","""",PUNCT,'',2,punct,174,O,.,I,0,0
3052,0,I,I,PRON,PRP,2,nsubj,175,O,"""",looked,0,0
3053,1,looked,look,VERB,VBD,0,ROOT,175,O,I,over,0,0
3054,2,over,over,ADP,IN,2,prep,175,O,looked,his,0,0
3055,3,his,his,PRON,PRP$,5,poss,175,O,over,shoulder,0,0
3056,4,shoulder,shoulder,NOUN,NN,3,pobj,175,O,his,at,0,0
3057,5,at,at,ADP,IN,2,prep,175,O,shoulder,the,0,0
3058,6,the,the,DET,DT,9,det,175,O,at,yellow,0,0
3059,7,yellow,yellow,ADJ,JJ,9,amod,175,O,the,paper,0,0
3060,8,paper,paper,NOUN,NN,6,pobj,175,O,yellow,and,0,0
3061,9,and,and,CCONJ,CC,9,cc,175,O,paper,the,0,0
3062,10,the,the,DET,DT,13,det,175,O,and,faded,0,0
3063,11,faded,faded,ADJ,JJ,13,amod,175,O,the,script,0,0
3064,12,script,script,NOUN,NN,9,conj,175,O,faded,.,0,0
3065,13,.,.,PUNCT,.,2,punct,175,O,script,At,0,0
3066,0,At,at,ADP,IN,5,prep,176,O,.,the,0,0
3067,1,the,the,DET,DT,3,det,176,O,At,head,0,0
3068,2,head,head,NOUN,NN,1,pobj,176,O,the,was,0,0
3069,3,was,be,AUX,VBD,5,auxpass,176,O,head,written,0,0
3070,4,written,write,VERB,VBN,0,ROOT,176,O,was,:,0,0
3071,5,:,:,PUNCT,:,5,punct,176,O,written,"""",0,0
3072,6,"""","""",PUNCT,``,5,punct,176,O,:,Baskerville,0,0
3073,7,Baskerville,Baskerville,PROPN,NNP,9,compound,176,O,"""",Hall,0,0
3074,8,Hall,Hall,PROPN,NNP,5,appos,176,O,Baskerville,",",0,0
3075,9,",",",",PUNCT,",",9,punct,176,O,Hall,"""",0,0
3076,10,"""","""",PUNCT,'',9,punct,176,O,",",and,0,0
3077,11,and,and,CCONJ,CC,9,cc,176,O,"""",below,0,0
3078,12,below,below,ADV,RB,9,conj,176,O,and,in,0,0
3079,13,in,in,ADP,IN,13,prep,176,O,below,large,0,0
